Reference area,Source,Sex,Country of destination,Time,Outflow of nationals (thousands)
Italy,ADM-PR - Population Register,Male,France,2020,6.7
Italy,ADM-PR - Population Register,Male,Germany,2020,9.1
Italy,ADM-PR - Population Register,Male,Switzerland,2020,5.5
Italy,ADM-PR - Population Register,Male,United Kingdom,2020,19.2
Italy,ADM-PR - Population Register,Male,Other countries,2020,22.0
Italy,ADM-PR - Population Register,Female,Total,2020,55.4
Italy,ADM-PR - Population Register,Female,Brazil,2020,2.6
Italy,ADM-PR - Population Register,Female,France,2020,6.4
Italy,ADM-PR - Population Register,Female,Germany,2020,7.6
Italy,ADM-PR - Population Register,Female,Switzerland,2020,4.2
Italy,ADM-PR - Population Register,Female,United Kingdom,2020,16.9
Italy,ADM-PR - Population Register,Female,Other countries,2020,17.7
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2010,30.7
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2011,32.8
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2012,34.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2013,28.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2014,31.6
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2015,33.5
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2018,37.8
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Belarus,2018,0.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Germany,2018,2.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Poland,2018,0.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Russian Federation,2018,33.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,United States,2018,0.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Other countries,2018,1.0
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Total,2018,17.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Belarus,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Germany,2018,1.0
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Poland,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Russian Federation,2018,15.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,United States,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Other countries,2018,0.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Total,2018,20.6
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Belarus,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Germany,2018,1.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Poland,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Russian Federation,2018,18.1
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,United States,2018,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Other countries,2018,0.6
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Total,2021,31.6
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Belarus,2021,0.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Germany,2021,3.1
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Poland,2021,0.5
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Russian Federation,2021,26.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,United States,2021,0.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Total,Other countries,2021,1.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Total,2021,14.1
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Belarus,2021,0.1
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Germany,2021,1.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Poland,2021,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Russian Federation,2021,11.9
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,United States,2021,0.1
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Male,Other countries,2021,0.4
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Total,2021,17.5
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Belarus,2021,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Germany,2021,1.7
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Poland,2021,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Russian Federation,2021,14.3
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,United States,2021,0.2
Kazakhstan,"ADM - Administrative Records of arrival and departure, Ministry of Internal Affairs",Female,Other countries,2021,0.8
Kenya,"ADM-BEE - Administrative Records of the Directorate of Immigration Services, Border entries and exits",Total,Total,2020,562.5
Kenya,"ADM-BEE - Administrative Records of the Directorate of Immigration Services, Border entries and exits",Male,Total,2020,425.0
Kenya,"ADM-BEE - Administrative Records of the Directorate of Immigration Services, Border entries and exits",Female,Total,2020,137.4
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2010,353.8
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2010,174.9
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2010,178.8
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2011,349.9
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2011,177.0
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2011,172.8
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2012,346.4
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2012,179.0
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2012,167.3
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2013,342.9
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2013,179.1
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2013,163.8
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2014,323.0
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2014,167.3
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2014,155.7
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2015,321.3
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2015,165.2
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2015,156.1
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2016,313.7
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2016,160.1
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2016,153.6
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2017,302.6
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2017,151.5
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2017,151.1
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Total,Total,2018,296.9
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Male,Total,2018,148.5
"Korea, Republic of","ADM - InterNational Migration Statistics, Statistics Korea",Female,Total,2018,148.3
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2010,54.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2010,27.4
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2010,27.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2011,45.7
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2011,22.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2011,23.6
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2012,13.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2012,5.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2012,7.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2013,11.6
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2013,4.9
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2013,6.6
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2014,11.7
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2014,5.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2014,6.7
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2015,7.8
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2015,3.2
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2015,4.6
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2016,7.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2016,2.8
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2016,4.3
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2017,5.9
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2017,2.2
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2017,3.7
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Total,2018,7.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Germany,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Kazakhstan,2018,1.2
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Russian Federation,2018,5.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Türkiye,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Uzbekistan,2018,0.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Total,Other countries,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Total,2018,2.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Germany,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Kazakhstan,2018,0.4
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Russian Federation,2018,1.9
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Türkiye,2018,0.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Uzbekistan,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Male,Other countries,2018,0.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Total,2018,4.6
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Germany,2018,0.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Kazakhstan,2018,0.8
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Russian Federation,2018,3.1
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Türkiye,2018,0.0
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Uzbekistan,2018,0.5
Kyrgyzstan,"OE - Statistical coupon for migration on paper, drawn up in the registration and removal of citizens of the Kyrgyz Republic to the register at the place of residence",Female,Other countries,2018,0.1
Latvia,OE - Migration Estimates,Total,Total,2017,14.6
Latvia,OE - Migration Estimates,Total,Europe,2017,13.3
Latvia,OE - Migration Estimates,Total,Other countries,2017,1.3
Latvia,OE - Migration Estimates,Male,Total,2017,7.6
Latvia,OE - Migration Estimates,Male,Europe,2017,6.9
Latvia,OE - Migration Estimates,Male,Other countries,2017,0.7
Latvia,OE - Migration Estimates,Female,Total,2017,7.0
Latvia,OE - Migration Estimates,Female,Europe,2017,6.4
Latvia,OE - Migration Estimates,Female,Other countries,2017,0.6
Latvia,OE - Migration Estimates,Total,Total,2018,12.2
Latvia,OE - Migration Estimates,Total,Europe,2018,10.5
Latvia,OE - Migration Estimates,Total,Other countries,2018,1.7
Latvia,OE - Migration Estimates,Male,Total,2018,6.2
Latvia,OE - Migration Estimates,Male,Europe,2018,5.3
Latvia,OE - Migration Estimates,Male,Other countries,2018,0.9
Latvia,OE - Migration Estimates,Female,Total,2018,6.1
Latvia,OE - Migration Estimates,Female,Europe,2018,5.3
Latvia,OE - Migration Estimates,Female,Other countries,2018,0.8
Latvia,OE - Migration Estimates,Total,Total,2020,7.9
Latvia,OE - Migration Estimates,Total,Europe,2020,4.7
Latvia,OE - Migration Estimates,Total,Other countries,2020,3.2
Latvia,OE - Migration Estimates,Male,Total,2020,4.0
Latvia,OE - Migration Estimates,Male,Europe,2020,2.4
Latvia,OE - Migration Estimates,Male,Other countries,2020,1.6
Latvia,OE - Migration Estimates,Female,Total,2020,3.9
Latvia,OE - Migration Estimates,Female,Europe,2020,2.3
Latvia,OE - Migration Estimates,Female,Other countries,2020,1.7
Latvia,OE - Migration Estimates,Total,Total,2021,8.7
Latvia,OE - Migration Estimates,Total,Europe,2021,4.5
Latvia,OE - Migration Estimates,Total,Other countries,2021,4.2
Latvia,OE - Migration Estimates,Male,Total,2021,4.2
Latvia,OE - Migration Estimates,Male,Europe,2021,2.3
Latvia,OE - Migration Estimates,Male,Other countries,2021,1.9
Latvia,OE - Migration Estimates,Female,Total,2021,4.5
Latvia,OE - Migration Estimates,Female,Europe,2021,2.2
Latvia,OE - Migration Estimates,Female,Other countries,2021,2.3
Lithuania,OE - Migration statistics,Total,Total,2020,15.3
Lithuania,OE - Migration statistics,Total,Germany,2020,1.7
Lithuania,OE - Migration statistics,Total,Ireland,2020,0.9
Lithuania,OE - Migration statistics,Total,Netherlands,2020,0.8
Lithuania,OE - Migration statistics,Total,Norway,2020,1.7
Lithuania,OE - Migration statistics,Total,United Kingdom,2020,6.0
Lithuania,OE - Migration statistics,Total,Other countries,2020,4.1
Lithuania,OE - Migration statistics,Male,Total,2020,7.6
Lithuania,OE - Migration statistics,Male,Germany,2020,0.9
Lithuania,OE - Migration statistics,Male,Ireland,2020,0.4
Lithuania,OE - Migration statistics,Male,Netherlands,2020,0.4
Lithuania,OE - Migration statistics,Male,Norway,2020,1.0
Lithuania,OE - Migration statistics,Male,United Kingdom,2020,2.8
Lithuania,OE - Migration statistics,Male,Other countries,2020,2.1
Lithuania,OE - Migration statistics,Female,Total,2020,7.7
Lithuania,OE - Migration statistics,Female,Germany,2020,0.9
Lithuania,OE - Migration statistics,Female,Ireland,2020,0.5
Lithuania,OE - Migration statistics,Female,Netherlands,2020,0.4
Lithuania,OE - Migration statistics,Female,Norway,2020,0.7
Lithuania,OE - Migration statistics,Female,United Kingdom,2020,3.2
Lithuania,OE - Migration statistics,Female,Other countries,2020,2.1
Lithuania,OE - Migration statistics,Total,Total,2021,18.8
Lithuania,OE - Migration statistics,Total,Germany,2021,2.3
Lithuania,OE - Migration statistics,Total,Netherlands,2021,1.5
Lithuania,OE - Migration statistics,Total,Norway,2021,2.5
Lithuania,OE - Migration statistics,Total,Sweden,2021,1.2
Lithuania,OE - Migration statistics,Total,United Kingdom,2021,6.0
Lithuania,OE - Migration statistics,Total,Other countries,2021,5.4
Lithuania,OE - Migration statistics,Male,Total,2021,13.1
Lithuania,OE - Migration statistics,Male,Germany,2021,1.5
Lithuania,OE - Migration statistics,Male,Netherlands,2021,1.1
Lithuania,OE - Migration statistics,Male,Norway,2021,1.9
Lithuania,OE - Migration statistics,Male,Sweden,2021,0.8
Lithuania,OE - Migration statistics,Male,United Kingdom,2021,4.3
Lithuania,OE - Migration statistics,Male,Other countries,2021,3.5
Lithuania,OE - Migration statistics,Female,Total,2021,5.7
Lithuania,OE - Migration statistics,Female,Germany,2021,0.7
Lithuania,OE - Migration statistics,Female,Netherlands,2021,0.4
Lithuania,OE - Migration statistics,Female,Norway,2021,0.7
Lithuania,OE - Migration statistics,Female,Sweden,2021,0.3
Lithuania,OE - Migration statistics,Female,United Kingdom,2021,1.7
Lithuania,OE - Migration statistics,Female,Other countries,2021,1.9
Malawi,PC - Population Census,Total,Total,2018,54.2
Malawi,PC - Population Census,Total,Mozambique,2018,7.2
Malawi,PC - Population Census,Total,South Africa,2018,40.3
Malawi,PC - Population Census,Total,"Tanzania, United Republic of",2018,2.0
Malawi,PC - Population Census,Total,Zambia,2018,2.5
Malawi,PC - Population Census,Total,Zimbabwe,2018,0.3
Malawi,PC - Population Census,Total,Other countries,2018,1.9
Malawi,PC - Population Census,Male,Total,2018,41.7
Malawi,PC - Population Census,Male,Mozambique,2018,5.3
Malawi,PC - Population Census,Male,South Africa,2018,31.9
Malawi,PC - Population Census,Male,"Tanzania, United Republic of",2018,1.2
Malawi,PC - Population Census,Male,Zambia,2018,1.8
Malawi,PC - Population Census,Male,Zimbabwe,2018,0.2
Malawi,PC - Population Census,Male,Other countries,2018,1.3
Malawi,PC - Population Census,Female,Total,2018,12.6
Malawi,PC - Population Census,Female,Mozambique,2018,1.9
Malawi,PC - Population Census,Female,South Africa,2018,8.3
Malawi,PC - Population Census,Female,"Tanzania, United Republic of",2018,0.8
Malawi,PC - Population Census,Female,Zambia,2018,0.7
Malawi,PC - Population Census,Female,Zimbabwe,2018,0.2
Malawi,PC - Population Census,Female,Other countries,2018,0.6
Malta,LFS - Labour Force Survey,Total,Total,2014,1.3
Malta,LFS - Labour Force Survey,Male,Total,2014,0.8
Malta,LFS - Labour Force Survey,Female,Total,2014,0.5
Malta,LFS - Labour Force Survey,Total,Total,2015,1.1
Malta,LFS - Labour Force Survey,Male,Total,2015,0.6
Malta,LFS - Labour Force Survey,Female,Total,2015,0.5
Malta,LFS - Labour Force Survey,Total,Total,2016,1.0
Malta,LFS - Labour Force Survey,Male,Total,2016,0.6
Malta,LFS - Labour Force Survey,Female,Total,2016,0.4
Malta,LFS - Labour Force Survey,Total,Total,2017,1.0
Malta,LFS - Labour Force Survey,Male,Total,2017,0.5
Malta,LFS - Labour Force Survey,Female,Total,2017,0.5
Malta,LFS - Labour Force Survey,Total,Total,2018,1.1
Malta,LFS - Labour Force Survey,Male,Total,2018,0.6
Malta,LFS - Labour Force Survey,Female,Total,2018,0.5
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Total,2018,2.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Germany,2018,0.4
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Israel,2018,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Russian Federation,2018,1.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Ukraine,2018,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,United States,2018,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Other countries,2018,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Total,2018,1.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Germany,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Israel,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Russian Federation,2018,0.5
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Ukraine,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,United States,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Other countries,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Total,2018,1.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Germany,2018,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Israel,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Russian Federation,2018,0.6
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Ukraine,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,United States,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Other countries,2018,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Total,2021,0.6
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Germany,2021,0.2
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Israel,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Russian Federation,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Ukraine,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,United States,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Total,Other countries,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Total,2021,0.3
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Germany,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Israel,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Russian Federation,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Ukraine,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,United States,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Male,Other countries,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Total,2021,0.4
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Germany,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Israel,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Russian Federation,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Ukraine,2021,0.0
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,United States,2021,0.1
"Moldova, Republic of",OE - Population and demographic processes statistics,Female,Other countries,2021,0.1
Mongolia,ADM - Administrative Records,Total,Total,2014,1677.6
Mongolia,ADM - Administrative Records,Total,Total,2015,1975.7
Mongolia,ADM - Administrative Records,Total,Total,2016,2252.5
Mongolia,ADM - Administrative Records,Total,Total,2017,2439.9
Mongolia,ADM - Administrative Records,Total,Total,2018,2460.9
Mongolia,ADM - Administrative Records,Total,China,2018,1849.8
Mongolia,ADM - Administrative Records,Total,Japan,2018,25.3
Mongolia,ADM - Administrative Records,Total,"Korea, Republic of",2018,99.2
Mongolia,ADM - Administrative Records,Total,Russian Federation,2018,357.0
Mongolia,ADM - Administrative Records,Total,United States,2018,14.6
Mongolia,ADM - Administrative Records,Total,Other countries,2018,115.0
Mongolia,ADM - Administrative Records,Male,Total,2018,1509.1
Mongolia,ADM - Administrative Records,Male,China,2018,1224.6
Mongolia,ADM - Administrative Records,Male,Japan,2018,12.1
Mongolia,ADM - Administrative Records,Male,"Korea, Republic of",2018,46.0
Mongolia,ADM - Administrative Records,Male,Russian Federation,2018,164.9
Mongolia,ADM - Administrative Records,Male,United States,2018,6.1
Mongolia,ADM - Administrative Records,Male,Other countries,2018,55.4
Mongolia,ADM - Administrative Records,Female,Total,2018,951.8
Mongolia,ADM - Administrative Records,Female,China,2018,625.1
Mongolia,ADM - Administrative Records,Female,Japan,2018,13.2
Mongolia,ADM - Administrative Records,Female,"Korea, Republic of",2018,53.2
Mongolia,ADM - Administrative Records,Female,Russian Federation,2018,192.1
Mongolia,ADM - Administrative Records,Female,United States,2018,8.5
Mongolia,ADM - Administrative Records,Female,Other countries,2018,59.7
Mongolia,PC - Population Census,Total,Total,2020,122.3
