Reference area,Source,Sex,Place of birth,Time,Total,15-24,25-54,55-64,65+
Netherlands,LFS - EU Labour Force Survey,Total,Total,2012,13631.6,2022.8,6817.8,2151.6,2639.3
Netherlands,LFS - EU Labour Force Survey,Total,Total,2013,13752.7,2039.7,6820.5,2153.3,2739.2
Netherlands,LFS - EU Labour Force Survey,Total,Total,2014,13815.3,2045.2,6768.1,2167.1,2834.9
Netherlands,LFS - EU Labour Force Survey,Total,Total,2015,13874.1,2048.3,6712.7,2189.4,2923.7
Netherlands,LFS - EU Labour Force Survey,Total,Total,2016,13989.7,2065.3,6703.3,2219.1,3002.1
Netherlands,LFS - EU Labour Force Survey,Total,Total,2017,14125.7,2087.6,6704.8,2251.2,3082.1
Netherlands,LFS - EU Labour Force Survey,Total,Total,2018,14232.5,2100.6,6685.7,2283.3,3162.8
Netherlands,LFS - EU Labour Force Survey,Total,Total,2019,14350.8,2114.6,6678.5,2322.9,3234.8
Netherlands,LFS - EU Labour Force Survey,Total,Total,2020,14466.3,2125.1,6674.4,2360.7,3306.1
Netherlands,LFS - EU Labour Force Survey,Total,Total,2021,14469.1,2120.3,6689.4,2390.3,3269.2
Netherlands,LFS - EU Labour Force Survey,Total,Total,2022,14629.5,2146.9,6732.8,2414.1,3335.7
New Caledonia,LFS - Labour Force Survey,Total,Total,2019,210.2,39.7,117.4,26.3,26.8
New Caledonia,LFS - Labour Force Survey,Total,Total,2020,211.6,39.6,117.1,27.2,27.8
New Zealand,LFS - Household Labour Force Survey,Total,Total,2021,4095.0,643.3,2051.1,617.9,782.7
Nicaragua,LFS - Encuesta Continua de Hogares,Total,Total,2011,3895.2,1235.4,2659.8,0.0,0.0
Nicaragua,LFS - Encuesta Continua de Hogares,Total,Total,2012,3999.0,1253.9,2745.1,0.0,0.0
Niger,HIES - EnquÃÂªte Nationale sur les Conditions de Vie de MÃÂ©nages,Total,Total,2011,7789.7,2485.6,4178.9,644.2,481.0
Niger,PC - Recensement GÃÂ©nÃÂ©ral de la Population et de l'Habitat,Total,Total,2012,9104.0,3414.3,4559.5,660.9,469.2
Niger,HIES - EnquÃÂªte Nationale sur les Conditions de Vie de MÃÂ©nages,Total,Total,2014,8497.4,2282.5,4838.7,784.0,592.2
Niger,LFS - EnquÃÂªte Nationale sur l'Emploi et le Secteur Informel,Total,Total,2017,8701.5,2560.9,4842.7,689.3,608.6
Nigeria,HIES - Socio Economic Survey,Total,Total,2019,124606.4,35953.1,68801.4,9437.5,10414.3
Niue,HIES - Encuesta sobre Ingresos y Gastos de los Hogares,Total,Total,2015,1.3,0.2,0.6,0.2,0.3
Niue,PC - Population Census,Total,Total,2017,1.3,0.2,0.7,0.2,0.2
North Macedonia,LFS - Labour Force Survey,Total,Total,2013,1712.0,296.2,915.3,251.3,249.2
North Macedonia,LFS - Labour Force Survey,Total,Total,2014,1714.8,292.5,916.0,252.6,253.7
North Macedonia,LFS - Labour Force Survey,Total,Total,2015,1724.3,281.6,917.4,258.6,266.7
North Macedonia,LFS - Labour Force Survey,Total,Total,2016,1728.3,274.4,919.2,261.9,272.7
North Macedonia,LFS - Labour Force Survey,Total,Total,2017,1728.5,266.3,921.6,263.1,277.4
North Macedonia,LFS - Labour Force Survey,Total,Total,2018,1735.0,259.1,923.0,264.3,288.6
North Macedonia,LFS - Labour Force Survey,Total,Total,2019,1738.0,252.3,922.6,265.9,297.2
North Macedonia,LFS - Labour Force Survey,Total,Total,2020,1740.1,245.7,921.0,267.7,305.7
Norway,LFS - EU Labour Force Survey,Total,Total,2011,3672.8,641.8,2035.3,591.2,404.5
Norway,LFS - EU Labour Force Survey,Total,Total,2012,3737.0,654.6,2062.1,591.4,429.0
Norway,LFS - EU Labour Force Survey,Total,Total,2013,3790.0,658.1,2088.2,594.8,448.8
Norway,LFS - EU Labour Force Survey,Total,Total,2014,4196.1,659.1,2113.3,599.8,824.0
Norway,LFS - EU Labour Force Survey,Total,Total,2015,4246.9,660.1,2136.4,606.0,844.5
Norway,LFS - EU Labour Force Survey,Total,Total,2016,4289.8,658.8,2154.7,611.8,864.5
Norway,LFS - EU Labour Force Survey,Total,Total,2017,4328.8,657.2,2168.1,619.6,884.0
Norway,LFS - EU Labour Force Survey,Total,Total,2018,4354.5,653.7,2179.2,625.4,896.2
Norway,LFS - EU Labour Force Survey,Total,Total,2019,4392.8,651.1,2189.2,633.6,919.0
Norway,LFS - EU Labour Force Survey,Total,Total,2020,4428.7,647.9,2197.3,643.9,939.6
Norway,LFS - EU Labour Force Survey,Total,Total,2021,4396.3,641.4,2190.4,649.9,914.6
Norway,LFS - EU Labour Force Survey,Total,Total,2022,4471.2,643.4,2207.0,661.2,959.7
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,Total,2021,3245.7,1018.1,1795.1,257.2,175.2
Oman,OE - Official Estimates,Total,Total,2011,2555.3,0.0,0.0,0.0,0.0
Oman,OE - Official Estimates,Total,Total,2012,2823.9,0.0,0.0,0.0,0.0
Oman,OE - Official Estimates,Total,Total,2013,3020.0,0.0,0.0,0.0,0.0
Oman,OE - Official Estimates,Total,Total,2021,3305.3,563.5,2435.9,186.5,119.3
Pakistan,LFS - Labour Force Survey,Total,Total,2021,124832.8,39055.2,68116.3,10664.1,6997.3
Palau,HIES - Household Income and Expenditure Survey,Total,Total,2014,13.9,2.4,8.3,1.9,1.3
Palau,PC - Population Census,Total,Total,2020,14.2,1.9,8.3,2.3,1.7
Panama,LFS - Encuesta de Mercado Laboral,Total,Total,2018,3038.4,715.6,1515.6,382.9,424.3
Panama,LFS - Encuesta de Mercado Laboral,Total,Total,2020,3181.0,689.1,1561.0,448.1,482.8
Panama,LFS - Encuesta de Mercado Laboral,Total,Total,2021,3258.2,720.6,1566.0,456.5,515.2
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2011,4931.9,1967.1,2964.7,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2012,5025.1,2008.4,3016.7,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2013,5118.3,1990.5,3127.8,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2014,5211.6,1996.0,3215.6,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2015,5305.2,2018.5,3286.7,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2016,5399.0,2015.6,3383.4,0.0,0.0
Paraguay,HS - Encuesta Continua de Hogares,Total,Total,2017,5493.7,2012.9,3480.7,0.0,0.0
Paraguay,HS - Encuesta Permanente de Hogares Continua,Total,Total,2018,4897.0,1338.2,2639.7,475.7,443.4
Paraguay,HS - Encuesta Permanente de Hogares Continua,Total,Total,2020,5094.5,1344.1,2747.8,521.1,481.5
Peru,PC - Population Census,Total,Total,2017,22967.8,5292.2,12698.6,2420.9,2556.1
Poland,LFS - EU Labour Force Survey,Total,Total,2011,31002.5,4837.3,15774.9,5201.6,5188.7
Poland,LFS - EU Labour Force Survey,Total,Total,2012,31037.7,4658.7,15712.2,5326.5,5340.3
Poland,LFS - EU Labour Force Survey,Total,Total,2013,31036.3,4481.2,15633.7,5410.3,5511.1
Poland,LFS - EU Labour Force Survey,Total,Total,2014,30984.3,4298.0,15524.5,5455.3,5706.5
Poland,LFS - EU Labour Force Survey,Total,Total,2015,30962.1,4187.6,15472.9,5467.4,5834.3
Poland,LFS - EU Labour Force Survey,Total,Total,2016,30702.8,4001.2,15313.4,5334.6,6053.5
Poland,LFS - EU Labour Force Survey,Total,Total,2017,30594.5,3826.2,15265.3,5225.2,6277.7
Poland,LFS - EU Labour Force Survey,Total,Total,2018,30429.3,3666.2,15183.6,5091.2,6488.3
Poland,LFS - EU Labour Force Survey,Total,Total,2019,30282.6,3536.9,15105.0,4954.4,6686.3
Poland,LFS - EU Labour Force Survey,Total,Total,2020,30270.5,3452.5,15104.2,4815.2,6898.7
Poland,LFS - EU Labour Force Survey,Total,Total,2021,30121.3,3398.2,15053.0,4649.4,7020.7
Poland,LFS - EU Labour Force Survey,Total,Total,2022,30013.6,3374.8,14980.2,4494.6,7163.9
Portugal,LFS - EU Labour Force Survey,Total,Total,2011,8970.5,1144.6,4530.9,1303.2,1991.7
Portugal,LFS - EU Labour Force Survey,Total,Total,2012,8947.5,1130.4,4480.1,1319.4,2017.6
Portugal,LFS - EU Labour Force Survey,Total,Total,2013,8911.9,1112.7,4414.9,1331.3,2053.0
Portugal,LFS - EU Labour Force Survey,Total,Total,2014,8883.4,1101.9,4353.2,1339.2,2089.1
Portugal,LFS - EU Labour Force Survey,Total,Total,2015,8866.2,1102.2,4292.6,1348.1,2123.2
Portugal,LFS - EU Labour Force Survey,Total,Total,2016,8858.7,1098.2,4240.6,1360.7,2159.1
Portugal,LFS - EU Labour Force Survey,Total,Total,2017,8853.2,1092.5,4191.3,1375.3,2194.0
Portugal,LFS - EU Labour Force Survey,Total,Total,2018,8851.8,1088.2,4144.1,1390.7,2228.8
Portugal,LFS - EU Labour Force Survey,Total,Total,2019,8863.6,1089.8,4106.5,1407.1,2260.2
Portugal,LFS - EU Labour Force Survey,Total,Total,2020,8902.9,1096.4,4083.7,1423.1,2299.6
Portugal,LFS - EU Labour Force Survey,Total,Total,2021,8911.0,1097.1,4058.7,1435.9,2319.2
Portugal,LFS - EU Labour Force Survey,Total,Total,2022,8909.9,1085.6,4024.6,1444.0,2355.6
Romania,LFS - EU Labour Force Survey,Total,Total,2011,16979.2,2475.4,8550.4,2700.5,3252.9
Romania,LFS - EU Labour Force Survey,Total,Total,2012,16904.8,2430.7,8511.1,2716.3,3246.7
Romania,LFS - EU Labour Force Survey,Total,Total,2013,16874.4,2343.2,8506.1,2756.7,3268.4
Romania,LFS - EU Labour Force Survey,Total,Total,2014,16844.2,2262.8,8502.8,2761.1,3317.5
Romania,LFS - EU Labour Force Survey,Total,Total,2015,16792.6,2188.1,8506.3,2709.2,3389.0
Romania,LFS - EU Labour Force Survey,Total,Total,2016,16713.0,2165.7,8440.6,2656.3,3450.3
Romania,LFS - EU Labour Force Survey,Total,Total,2017,16600.0,2133.9,8367.7,2593.1,3505.4
Romania,LFS - EU Labour Force Survey,Total,Total,2018,16494.6,2105.2,8312.4,2512.8,3564.2
Romania,LFS - EU Labour Force Survey,Total,Total,2019,16383.4,2066.0,8271.5,2436.6,3609.1
Romania,LFS - EU Labour Force Survey,Total,Total,2020,16295.8,2042.1,8234.7,2334.0,3685.0
Romania,LFS - EU Labour Force Survey,Total,Total,2021,16085.5,2017.2,8156.1,2211.9,3700.3
Romania,LFS - EU Labour Force Survey,Total,Total,2022,15957.3,2040.0,8093.1,2122.4,3701.7
Rwanda,HIES - EnquÃÂªte IntÃÂ©grale sur les Conditions de Vie de MÃÂ©nages,Total,Total,2014,6641.5,2280.8,3475.7,501.1,383.8
Rwanda,LFS - EnquÃÂªte sur la Population Active,Total,Total,2017,7016.3,2300.2,3701.3,573.2,441.4
Rwanda,LFS - EnquÃÂªte sur la Population Active,Total,Total,2020,7807.1,2614.2,4061.1,629.1,502.6
Rwanda,LFS - EnquÃÂªte sur la Population Active,Total,Total,2021,8038.2,2696.2,4143.8,658.8,539.5
Saint Lucia,LFS - Labour Force Survey,Total,Total,2017,143.3,29.2,73.1,18.1,22.9
Saint Lucia,LFS - Labour Force Survey,Total,Total,2018,142.8,26.6,73.5,18.4,24.3
Saint Lucia,LFS - Labour Force Survey,Total,Total,2019,142.3,24.2,71.4,21.7,24.9
Saint Lucia,LFS - Labour Force Survey,Total,Total,2020,140.7,27.7,70.3,20.7,22.0
Saint Lucia,LFS - Labour Force Survey,Total,Total,2021,144.0,24.4,72.2,21.8,25.5
Saint Lucia,LFS - Labour Force Survey,Total,Total,2022,153.4,22.4,75.7,25.4,29.9
Senegal,HIES - EnquÃÂªte HarmonisÃÂ©e sur les Conditions de Vie des MÃÂ©nages,Total,Total,2018,8969.5,2989.3,4542.8,764.1,673.4
Serbia,LFS - Labour Force Survey,Total,Total,2011,6297.6,842.3,2676.9,1256.8,1521.6
Serbia,LFS - Labour Force Survey,Total,Total,2012,6277.7,813.1,2643.8,1274.2,1546.7
Serbia,LFS - Labour Force Survey,Total,Total,2013,6124.0,767.6,2651.2,1211.7,1493.5
Serbia,LFS - Labour Force Survey,Total,Total,2014,6099.2,804.4,2908.5,1110.5,1275.8
Serbia,LFS - Labour Force Survey,Total,Total,2015,6059.9,780.0,2882.5,1090.4,1307.1
Serbia,LFS - Labour Force Survey,Total,Total,2016,6017.6,756.9,2853.3,1066.8,1340.7
Serbia,LFS - Labour Force Survey,Total,Total,2017,5984.7,740.0,2829.1,1049.3,1366.2
Serbia,LFS - Labour Force Survey,Total,Total,2018,5955.1,727.1,2808.2,1029.7,1390.1
Serbia,LFS - Labour Force Survey,Total,Total,2019,5923.9,716.0,2788.6,999.4,1419.8
Serbia,LFS - Labour Force Survey,Total,Total,2020,5894.2,705.3,2770.9,968.9,1449.0
Serbia,LFS - Labour Force Survey,Total,Total,2021,5856.9,694.8,2753.4,938.4,1470.2
Sierra Leone,LFS - Labour Force Survey,Total,Total,2014,3009.9,1034.7,1573.9,193.1,208.2
Sierra Leone,PC - Population and Housing Census,Total,Total,2015,4197.7,2578.6,1149.4,223.1,246.5
Slovakia,LFS - Labour Force Survey,Total,Total,2011,4560.9,752.4,2442.3,687.7,678.4
Slovakia,LFS - Labour Force Survey,Total,Total,2012,4571.8,728.1,2441.9,711.1,690.7
Slovakia,LFS - Labour Force Survey,Total,Total,2013,4580.3,704.9,2440.5,724.6,710.2
Slovakia,LFS - Labour Force Survey,Total,Total,2014,4589.9,664.9,2437.8,736.3,750.9
Slovakia,LFS - Labour Force Survey,Total,Total,2015,4591.2,659.2,2437.8,737.3,756.9
Slovakia,LFS - Labour Force Survey,Total,Total,2016,4594.2,635.9,2437.8,736.6,783.9
Slovakia,LFS - Labour Force Survey,Total,Total,2017,4595.1,610.5,2437.0,733.0,814.7
Slovakia,LFS - Labour Force Survey,Total,Total,2018,4593.4,587.8,2435.1,725.7,844.9
Slovakia,LFS - Labour Force Survey,Total,Total,2019,4592.4,567.0,2429.4,721.7,874.3
Slovakia,LFS - Labour Force Survey,Total,Total,2020,4594.2,555.0,2416.2,717.8,905.2
Slovakia,LFS - Labour Force Survey,Total,Total,2021,4534.1,544.7,2383.1,703.6,902.7
Slovakia,LFS - Labour Force Survey,Total,Total,2022,4507.9,532.5,2361.2,695.4,919.0
Slovenia,LFS - Labour Force Survey,Total,Total,2011,1759.8,232.8,906.9,280.8,339.4
Slovenia,LFS - Labour Force Survey,Total,Total,2012,1761.0,223.4,900.5,290.9,346.3
Slovenia,LFS - Labour Force Survey,Total,Total,2013,1760.3,217.4,894.4,292.2,356.3
Slovenia,LFS - Labour Force Survey,Total,Total,2014,1759.6,209.1,893.5,294.6,362.3
Slovenia,LFS - Labour Force Survey,Total,Total,2015,1758.2,203.8,884.6,294.0,375.8
Slovenia,LFS - Labour Force Survey,Total,Total,2016,1757.3,201.2,877.0,292.8,386.3
Slovenia,LFS - Labour Force Survey,Total,Total,2017,1756.9,197.3,870.1,294.7,394.8
Slovenia,LFS - Labour Force Survey,Total,Total,2018,1757.2,194.4,862.2,295.4,405.2
Slovenia,LFS - Labour Force Survey,Total,Total,2019,1770.8,195.5,859.6,294.6,421.1
Slovenia,LFS - Labour Force Survey,Total,Total,2020,1781.5,197.3,860.0,304.2,420.0
Slovenia,LFS - Labour Force Survey,Total,Total,2021,1744.2,204.0,835.5,296.4,408.3
Slovenia,LFS - Labour Force Survey,Total,Total,2022,1742.9,204.1,822.3,295.5,421.1
Solomon Islands,HIES - Household Income and Expenditure Survey,Total,Total,2013,482.2,132.7,296.8,35.7,17.0
Somalia,LFS - Labour Force Survey,Total,Total,2019,3751.3,1438.4,1918.4,212.5,182.0
South Africa,LFS - Quarterly Labour Force Survey,Total,Total,2017,40560.5,10315.1,23315.5,3742.8,3187.1
Spain,LFS - EU Labour Force Survey,Total,Total,2011,39266.9,4731.3,21653.1,5111.9,7770.6
Spain,LFS - EU Labour Force Survey,Total,Total,2012,39238.9,4635.1,21495.8,5217.6,7890.5
Spain,LFS - EU Labour Force Survey,Total,Total,2013,39065.1,4538.4,21178.9,5306.8,8041.2
Spain,LFS - EU Labour Force Survey,Total,Total,2014,38953.2,4478.5,20868.5,5403.0,8203.2
Spain,LFS - EU Labour Force Survey,Total,Total,2015,38964.8,4474.8,20636.5,5530.4,8323.1
Spain,LFS - EU Labour Force Survey,Total,Total,2016,39002.6,4467.7,20381.4,5686.4,8467.2
Spain,LFS - EU Labour Force Survey,Total,Total,2017,39135.2,4498.7,20208.0,5824.8,8603.7
Spain,LFS - EU Labour Force Survey,Total,Total,2018,39376.9,4568.1,20131.0,5971.7,8706.1
Spain,LFS - EU Labour Force Survey,Total,Total,2019,39758.9,4666.8,20084.1,6158.1,8849.9
Spain,LFS - EU Labour Force Survey,Total,Total,2020,40086.9,4787.2,19984.7,6337.8,8977.3
Spain,LFS - EU Labour Force Survey,Total,Total,2021,40164.4,4838.9,19744.1,6482.9,9098.4
Spain,LFS - EU Labour Force Survey,Total,Total,2022,40449.0,4958.5,19601.4,6620.9,9268.2
Suriname,HIES - Survey on Living Conditions,Total,Total,2016,367.1,77.7,199.7,48.2,41.6
Sweden,LFS - EU Labour Force Survey,Total,Total,2011,7073.3,1247.6,3688.3,1178.5,958.8
Sweden,LFS - EU Labour Force Survey,Total,Total,2012,7114.5,1239.3,3711.2,1163.5,1000.5
Sweden,LFS - EU Labour Force Survey,Total,Total,2013,7155.7,1225.0,3742.6,1152.8,1035.5
Sweden,LFS - EU Labour Force Survey,Total,Total,2014,7205.2,1208.2,3787.8,1145.4,1063.8
Sweden,LFS - EU Labour Force Survey,Total,Total,2015,7257.1,1190.6,3839.4,1140.1,1086.8
Sweden,LFS - EU Labour Force Survey,Total,Total,2016,7322.3,1171.2,3902.0,1140.9,1108.2
Sweden,LFS - EU Labour Force Survey,Total,Total,2017,7402.4,1165.0,3974.6,1149.9,1113.0
Sweden,LFS - EU Labour Force Survey,Total,Total,2018,7459.8,1158.6,4031.2,1157.0,1113.0
Sweden,LFS - EU Labour Force Survey,Total,Total,2019,7508.3,1157.9,4070.0,1175.5,1104.8
Sweden,LFS - EU Labour Force Survey,Total,Total,2020,7534.9,1156.9,4084.2,1201.8,1091.9
Sweden,LFS - EU Labour Force Survey,Total,Total,2021,8412.0,1151.0,4070.7,1216.1,1974.3
Sweden,LFS - EU Labour Force Survey,Total,Total,2022,8464.0,1166.9,4072.5,1236.1,1988.6
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2011,6665.6,926.8,3447.4,947.4,1343.9
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2012,6747.3,930.0,3480.8,958.1,1378.4
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2013,6828.7,930.5,3514.1,972.5,1411.6
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2014,6914.5,928.5,3549.3,990.6,1446.1
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2015,6995.5,925.6,3581.5,1012.1,1476.3
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2016,7062.4,918.2,3602.3,1035.7,1506.2
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2017,7115.8,905.6,3614.6,1062.9,1532.7
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2018,7164.6,894.5,3619.3,1090.6,1560.1
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2019,7213.8,887.0,3616.1,1122.8,1587.9
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2020,7269.9,883.3,3614.7,1154.7,1617.3
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2021,7325.9,882.6,3619.1,1181.7,1642.5
Switzerland,LFS - EnquÃÂªte sur la Population Active,Total,Total,2022,7389.3,882.3,3629.4,1204.8,1672.8
"Tanzania, United Republic of",HIES - National Household Budget Survey,Total,Total,2012,23794.5,7949.1,12457.2,1657.6,1730.8
"Tanzania, United Republic of",LFS - Labour Force Survey,Total,Total,2020,32010.9,10346.3,16817.4,2365.5,2481.8
Thailand,LFS - Labour Force Survey and Migration Survey,Total,Total,2018,56391.9,9423.3,30319.2,8805.8,7843.5
Thailand,LFS - Labour Force Survey and Migration Survey,Total,Total,2019,56678.9,9318.9,30118.5,9060.4,8181.1
Thailand,LFS - Labour Force Survey and Migration Survey,Total,Total,2020,56940.5,9204.1,29937.9,9188.8,8609.7
Timor-Leste,LFS - Labour Force Survey,Total,Total,2013,696.3,200.0,371.8,58.3,66.1
Timor-Leste,LFS - Labour Force Survey,Total,Total,2021,809.3,271.2,407.0,66.0,65.1
Togo,HIES - Questionnaire des Indicateurs de Base du Bien-ÃÂªtre,Total,Total,2015,5305.9,1254.5,3126.1,423.7,501.6
Togo,LFS - EnquÃÂªte RÃÂ©gionale IntÃÂ©grÃÂ©e sur l'Emploi et le Secteur Informel,Total,Total,2017,3782.9,1110.1,2107.3,259.5,306.0
Tokelau,HIES - Household Income and Expenditure Survey,Total,Total,2016,0.8,0.2,0.4,0.1,0.1
Tonga,LFS - Labour Force Survey,Total,Total,2018,63.2,18.6,32.7,5.9,6.0
Tonga,HIES - Household Income and Expenditure Survey,Total,Total,2021,64.9,17.6,33.1,6.9,7.2
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2011,1050.6,194.9,580.2,137.5,138.1
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2012,1055.0,189.8,588.7,140.5,136.1
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2013,1059.6,182.9,584.6,147.0,145.1
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2014,1063.4,183.7,589.1,147.2,143.4
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2015,1065.1,177.5,579.3,150.8,157.4
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2016,1068.9,172.5,580.5,157.9,158.1
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2019,1076.4,162.9,552.4,175.3,185.7
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2020,1079.8,168.5,549.4,173.5,188.5
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Total,Total,2021,1080.5,171.4,548.5,174.9,185.7
TÃÂ¼rkiye,LFS - Household Labour Force Survey,Total,Total,2011,53592.5,11534.1,31289.1,5612.9,5156.4
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2012,54721.3,11573.7,31973.5,5885.4,5288.8
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2013,55595.7,11562.7,32482.8,6140.8,5409.4
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2014,56985.1,11724.6,32858.1,6394.4,6008.1
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2015,57869.5,11808.4,33167.5,6620.4,6273.3
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2016,58739.0,11861.0,33523.5,6882.6,6471.9
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2017,59892.7,11875.1,34088.8,7182.1,6746.7
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2018,60653.3,11776.8,34415.1,7451.7,7009.7
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2019,61467.9,11666.7,34741.8,7744.7,7314.7
TÃÂ¼rkiye,LFS - EU Labour Force Survey,Total,Total,2020,62576.7,11710.7,35085.9,8031.9,7748.2
TÃÂ¼rkiye,LFS - Household Labour Force Survey,Total,Total,2021,63704.3,11956.5,35396.3,8219.3,8132.3
Tuvalu,HIES - Household Income and Expenditure Survey,Total,Total,2016,8.0,2.2,4.2,1.0,0.6
Tuvalu,PC - Population Census,Total,Total,2017,7.3,1.9,3.8,1.0,0.6
Uganda,LFS - National Labour Force Survey,Total,Total,2012,15671.8,6035.8,7819.1,850.8,966.1
Uganda,HIES - National Household Survey,Total,Total,2017,19341.8,6683.1,10342.7,1099.3,1216.8
Uganda,LFS - National Labour Force Survey,Total,Total,2021,23449.4,8524.7,12351.5,1372.2,1200.9
Ukraine,LFS - Labour Force Survey,Total,Total,2021,31854.5,3684.6,16617.5,5207.5,6344.9
United Arab Emirates,LFS - Labour Force Survey,Total,Total,2018,9123.4,1355.0,7167.8,455.3,145.4
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2011,51088.1,7847.6,25787.5,7345.1,10108.0
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2012,51426.0,7838.8,25864.0,7265.6,10457.6
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2013,51733.1,7784.6,25950.6,7253.7,10744.2
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2014,52120.5,7753.5,26052.0,7310.0,11005.0
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2015,52501.5,7690.5,26183.8,7412.9,11214.4
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2016,52826.9,7579.2,26291.7,7559.5,11396.5
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2017,53113.5,7477.4,26324.8,7736.5,11574.7
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2018,53425.8,7411.2,26325.0,7920.1,11769.6
United Kingdom,LFS - EU Labour Force Survey,Total,Total,2019,53726.7,7346.4,26295.1,8115.2,11970.0
United States,LFS - Current Population Survey,Total,Total,2011,239617.6,38197.6,124697.4,36986.2,39736.2
United States,LFS - Current Population Survey,Total,Total,2012,243284.3,38783.3,124307.3,38317.0,41876.7
United States,LFS - Current Population Survey,Total,Total,2013,245679.2,38839.0,124397.6,39020.3,43422.2
United States,LFS - Current Population Survey,Total,Total,2014,247946.6,38712.4,124500.8,39761.9,44971.6
United States,LFS - Current Population Survey,Total,Total,2015,250800.7,38589.7,125102.1,40592.1,46516.8
United States,LFS - Current Population Survey,Total,Total,2016,253537.6,38434.5,125751.0,41305.9,48046.2
United States,LFS - Current Population Survey,Total,Total,2017,255079.0,38149.7,125691.7,41689.4,49548.2
United States,LFS - Current Population Survey,Total,Total,2018,257790.6,38004.0,126378.0,42111.1,51297.5
United States,LFS - Current Population Survey,Total,Total,2019,259175.0,37748.1,126269.4,42237.9,52919.7
United States,LFS - Current Population Survey,Total,Total,2020,260329.0,37484.8,126036.7,42188.8,54618.7
United States,LFS - Current Population Survey,Total,Total,2021,261445.2,37262.0,126100.2,41882.3,56200.7
United States,LFS - Current Population Survey,Total,Total,2022,263973.5,37957.1,127158.3,42143.8,56714.3
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2011,2653.9,514.8,1324.2,345.7,469.2
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2012,2561.1,506.3,1267.7,325.6,461.4
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2013,2665.0,523.4,1327.0,338.4,476.2
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2014,2686.4,521.0,1349.9,349.3,466.3
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2015,2743.9,549.2,1361.3,349.3,484.2
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2016,2762.8,549.2,1364.4,360.5,488.7
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2017,2783.2,552.6,1375.2,360.6,494.8
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2018,2802.3,556.0,1370.8,374.7,500.7
Uruguay,LFS - Encuesta Continua de Hogares,Total,Total,2019,2818.9,554.6,1378.9,378.6,506.9
